./blocks/quartz_block_chiseled.png, l: 6.10218 a: 0.0049586 b: 0.0391193
./blocks/coral_yellow_dead.png, l: 5.01735 a: 0.027414 b: 0.0325577
./blocks/leaves_birch_opaque.png, l: 4.92558 a: 0.0140012 b: -0.00886237
./blocks/shulker_top_orange.png, l: 5.05491 a: 0.250308 b: 0.939132
./blocks/bone_block_side.png, l: 6.08299 a: -0.010212 b: 0.073802
./blocks/chiseled_deepslate.png, l: 3.75224 a: 0.00137667 b: -0.00436131
./blocks/anvil_base.png, l: 4.08372 a: -1.47149e-07 b: 1.546e-07
./blocks/stonebrick_cracked.png, l: 4.88958 a: 0.00389191 b: -0.00266161
./blocks/smooth_basalt.png, l: 4.15179 a: 0.0153154 b: -0.053782
./blocks/door_jungle_lower.png, l: 4.92939 a: 0.129415 b: 0.289214
./blocks/concrete_white.png, l: 5.95945 a: -0.0179513 b: -0.00982786
./blocks/water_still.png, l: 5.2061 a: 0.0426716 b: -0.557242
./blocks/ochre_froglight_side.png, l: 6.1328 a: -0.0272027 b: 0.225705
./blocks/polished_tuff.png, l: 4.66557 a: -0.0432995 b: 0.018175
./blocks/smithing_table_top.png, l: 3.89195 a: 0.018551 b: -0.107565
./blocks/water_placeholder.png, l: 5.23816 a: 0.0349501 b: -0.548713
./blocks/quartz_block_bottom.png, l: 6.13936 a: 0.012196 b: 0.0305772
./blocks/mushroom_block_skin_brown.png, l: 4.9111 a: 0.111099 b: 0.249757
./blocks/cauldron_inner.png, l: 3.66015 a: 0.0143093 b: -0.0441929
./blocks/tuff_bricks.png, l: 4.6288 a: -0.0412996 b: 0.0427466
./blocks/concrete_powder_cyan.png, l: 4.93314 a: -0.534033 b: -0.199567
./blocks/mushroom_block_skin_red.png, l: 4.37493 a: 0.824078 b: 0.348557
./blocks/prismarine_dark.png, l: 4.28282 a: -0.275117 b: 0.0437847
./blocks/concrete_powder_brown.png, l: 4.51542 a: 0.139981 b: 0.314796
./blocks/water_flow_grey.png, l: 5.52107 a: 3.14787e-07 b: 2.77534e-07
./blocks/wool_colored_light_blue.png, l: 5.29458 a: -0.450641 b: -0.329082
./blocks/hardened_clay_stained_gray.png, l: 3.57434 a: 0.108284 b: 0.124262
./blocks/concrete_black.png, l: 2.17767 a: -0.0133172 b: -0.149778
./blocks/ochre_froglight_top.png, l: 6.23697 a: -0.0293629 b: 0.156857
./blocks/warped_nylium_top.png, l: 4.54709 a: -0.428168 b: -0.0298097
./blocks/netherrack.png, l: 3.73758 a: 0.45343 b: 0.162299
./blocks/powder_snow.png, l: 6.31648 a: -0.0150193 b: -0.00461034
./blocks/fletcher_table_top.png, l: 5.63104 a: -0.0117789 b: 0.247742
./blocks/oxidized_cut_copper.png, l: 5.07319 a: -0.372418 b: 0.0475657
./blocks/exposed_copper_door_bottom.png, l: 4.98368 a: 0.113495 b: 0.155017
./blocks/stripped_oak_log.png, l: 5.27505 a: 0.0272141 b: 0.37138
./blocks/chiseled_tuff_top.png, l: 4.56871 a: -0.0437396 b: 0.044194
./blocks/suspicious_sand_3.png, l: 5.77255 a: -0.00640409 b: 0.237059
./blocks/bed_feet_top.png, l: 3.72504 a: 0.868279 b: 0.368849
./blocks/vault_bottom_ominous.png, l: 3.53113 a: 0.0523645 b: -0.14021
./blocks/concrete_magenta.png, l: 4.47126 a: 0.858479 b: -0.508687
./blocks/concrete_powder_light_blue.png, l: 5.3855 a: -0.397627 b: -0.267422
./blocks/log_big_oak.png, l: 3.62374 a: 0.0345763 b: 0.283968
./blocks/hopper_inside.png, l: 3.66015 a: 0.0143093 b: -0.0441929
./blocks/stripped_cherry_log_side.png, l: 5.46425 a: 0.265495 b: 0.0663457
./blocks/weathered_cut_copper.png, l: 5.08871 a: -0.220726 b: 0.166054
./blocks/stone.png, l: 5.00316 a: 1.72295e-07 b: 2.85916e-07
./blocks/mangrove_door_bottom.png, l: 3.97744 a: 0.439747 b: 0.165246
./blocks/stone_slab_side.png, l: 5.50254 a: 2.32831e-08 b: -5.58794e-09
./blocks/barrel_top.png, l: 4.71242 a: 0.0691824 b: 0.355962
./blocks/lava_flow.png, l: 4.83286 a: 0.325775 b: 0.768334
./blocks/netherite_block.png, l: 3.94909 a: 0.0451156 b: -0.00807911
./blocks/oxidized_copper.png, l: 5.17009 a: -0.39086 b: 0.0518966
./blocks/stripped_birch_log.png, l: 5.60125 a: -0.0134921 b: 0.305001
./blocks/mangrove_door_top.png, l: 3.99206 a: 0.433011 b: 0.169462
./blocks/ender_chest_top.png, l: 3.75752 a: -0.125331 b: -0.0668958
./blocks/wool_colored_blue.png, l: 4.02681 a: 0.126605 b: -0.708196
./blocks/hardened_clay_stained_purple.png, l: 4.37856 a: 0.313759 b: -0.0288313
./blocks/stripped_birch_log_top.png, l: 5.55005 a: -0.0156342 b: 0.297108
./blocks/stone_slab_top.png, l: 5.40532 a: 8.10251e-08 b: 1.49012e-08
./blocks/sandstone_smooth.png, l: 5.89241 a: -0.0244882 b: 0.214032
./blocks/mangrove_log_top.png, l: 3.9382 a: 0.36505 b: 0.191972
./blocks/sand.png, l: 5.90581 a: -0.0188804 b: 0.200343
./blocks/verdant_froglight_side.png, l: 6.08238 a: -0.110279 b: 0.0875121
./blocks/concrete_powder_black.png, l: 2.96954 a: 0.00295179 b: -0.0900361
./blocks/suspicious_gravel_0.png, l: 5.00216 a: 0.0206819 b: 0.0126699
./blocks/glazed_terracotta_pink.png, l: 5.6117 a: 0.327865 b: -0.0315995
./blocks/tuff.png, l: 4.74751 a: -0.0190221 b: 0.0413497
./blocks/coral_blue.png, l: 4.43437 a: -0.0803314 b: -0.744114
./blocks/red_sand.png, l: 4.91094 a: 0.21025 b: 0.649571
./blocks/sandstone_carved.png, l: 5.86106 a: -0.0201684 b: 0.224266
./blocks/nether_brick.png, l: 3.00265 a: 0.282224 b: 0.0193333
./blocks/dark_oak_trapdoor.png, l: 3.74393 a: 0.0934439 b: 0.372
./blocks/melon_top.png, l: 4.98575 a: -0.423268 b: 0.709618
./blocks/red_sandstone_top.png, l: 4.82893 a: 0.207236 b: 0.639256
./blocks/deepslate_tiles.png, l: 3.7694 a: 0.00163296 b: -0.00178862
./blocks/concrete_powder_blue.png, l: 4.32839 a: 0.123287 b: -0.597584
./blocks/shulker_top_red.png, l: 3.86975 a: 0.739459 b: 0.303214
./blocks/wool_colored_green.png, l: 4.56822 a: -0.348736 b: 0.605134
./blocks/planks_oak.png, l: 5.09374 a: 0.0319628 b: 0.358592
./blocks/hardened_clay_stained_magenta.png, l: 4.72695 a: 0.344658 b: -0.0339096
./blocks/chiseled_tuff_bricks_top.png, l: 4.81554 a: -0.0303705 b: 0.0390694
./blocks/log_spruce_top.png, l: 4.36886 a: 0.0726173 b: 0.331068
./blocks/concrete_powder_orange.png, l: 5.27074 a: 0.140435 b: 0.779627
./blocks/door_iron_lower.png, l: 5.78504 a: 0.0031663 b: 0.000979365
./blocks/quartz_bricks.png, l: 6.12534 a: 0.00824805 b: 0.0337299
./blocks/bamboo_block.png, l: 5.06965 a: -0.246046 b: 0.509427
./blocks/shulker_top_magenta.png, l: 4.55107 a: 0.825173 b: -0.488485
./blocks/wool_colored_lime.png, l: 5.33185 a: -0.614381 b: 0.859904
./blocks/lectern_top.png, l: 5.20775 a: 0.045405 b: 0.365059
./blocks/weathered_copper_door_bottom.png, l: 5.04637 a: -0.224928 b: 0.188641
./blocks/bamboo_planks.png, l: 5.52113 a: -0.0855665 b: 0.510105
./blocks/hardened_clay_stained_light_blue.png, l: 4.82805 a: 0.0726727 b: -0.164062
./blocks/red_sandstone_carved.png, l: 4.81387 a: 0.205782 b: 0.684729
./blocks/coral_purple_dead.png, l: 4.9909 a: 0.0312166 b: 0.0352228
./blocks/hardened_clay_stained_blue.png, l: 4.04803 a: 0.172299 b: -0.224506
./blocks/wool_colored_orange.png, l: 5.18591 a: 0.233385 b: 0.868525
./blocks/mycelium_top.png, l: 4.67026 a: 0.0692124 b: 0.00286863
./blocks/quartz_block_lines.png, l: 6.13772 a: 0.00689359 b: 0.0302128
./blocks/suspicious_gravel_3.png, l: 4.91218 a: 0.0248282 b: 0.0128853
./blocks/concrete_brown.png, l: 4.04681 a: 0.151083 b: 0.364888
./blocks/hardened_clay.png, l: 4.73657 a: 0.22327 b: 0.280296
./blocks/sculk_sensor_bottom.png, l: 2.8706 a: -0.157391 b: -0.143642
./blocks/chiseled_copper.png, l: 4.90632 a: 0.314658 b: 0.309193
./blocks/blast_furnace_top.png, l: 4.30199 a: 0.00626204 b: -0.00547221
./blocks/blue_ice.png, l: 5.45417 a: -0.110185 b: -0.421044
./blocks/door_spruce_lower.png, l: 4.3542 a: 0.0613176 b: 0.319502
./blocks/stone_granite.png, l: 4.81981 a: 0.183713 b: 0.185477
./blocks/hardened_clay_stained_red.png, l: 4.31595 a: 0.428395 b: 0.29174
./blocks/stripped_bamboo_block.png, l: 5.52113 a: -0.0855665 b: 0.510105
./blocks/ice_packed.png, l: 5.60975 a: -0.0646529 b: -0.33287
./blocks/grass_top.png, l: 5.27456 a: -3.35276e-08 b: 2.21655e-07
./blocks/door_dark_oak_lower.png, l: 3.72071 a: 0.0891642 b: 0.360781
./blocks/chiseled_bookshelf_top.png, l: 5.2807 a: 0.031727 b: 0.357688
./blocks/stonebrick.png, l: 4.94719 a: 0.00346527 b: -0.00236763
